,Fig Index,DOI,Mistake,Fig ID,Journal,Measurand,Absolute/Relative,Measurement Type,Measurand Level I,Measurand Level II,Log transformation
3217,10.1126:sciimmunol.abn6173_log_fig2,10.1126:sciimmunol.abn6173,log,2,sci_immunol,Fold increase (V2 vs V1),Relative,Ratio,Ratio,Ratio,No
3218,10.1126:sciimmunol.abn6612_log_fig1,10.1126:sciimmunol.abn6612,log,1,sci_immunol,TNF-alpha (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3219,10.1126:sciimmunol.abn6612_log_fig10,10.1126:sciimmunol.abn6612,log,10,sci_immunol,IL-6 (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3220,10.1126:sciimmunol.abn6612_log_fig11,10.1126:sciimmunol.abn6612,log,11,sci_immunol,IFN-alpha (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3221,10.1126:sciimmunol.abn6612_log_fig12,10.1126:sciimmunol.abn6612,log,12,sci_immunol,TNF-alpha (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3222,10.1126:sciimmunol.abn6612_log_fig13,10.1126:sciimmunol.abn6612,log,13,sci_immunol,IL-6 (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3223,10.1126:sciimmunol.abn6612_log_fig14,10.1126:sciimmunol.abn6612,log,14,sci_immunol,IFN-beta (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3224,10.1126:sciimmunol.abn6612_log_fig15,10.1126:sciimmunol.abn6612,log,15,sci_immunol,IFN-alpha (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3225,10.1126:sciimmunol.abn6612_log_fig16,10.1126:sciimmunol.abn6612,log,16,sci_immunol,TNF-alpha (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3226,10.1126:sciimmunol.abn6612_log_fig17,10.1126:sciimmunol.abn6612,log,17,sci_immunol,IL-6 (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3227,10.1126:sciimmunol.abn6612_log_fig18,10.1126:sciimmunol.abn6612,log,18,sci_immunol,IFN-beta (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3228,10.1126:sciimmunol.abn6612_log_fig19,10.1126:sciimmunol.abn6612,log,19,sci_immunol,IFN-alpha (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3229,10.1126:sciimmunol.abn6612_log_fig2,10.1126:sciimmunol.abn6612,log,2,sci_immunol,IL-6 (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3230,10.1126:sciimmunol.abn6612_log_fig3,10.1126:sciimmunol.abn6612,log,3,sci_immunol,IFN-beta (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3231,10.1126:sciimmunol.abn6612_log_fig4,10.1126:sciimmunol.abn6612,log,4,sci_immunol,IFN-alpha (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3232,10.1126:sciimmunol.abn6612_log_fig5,10.1126:sciimmunol.abn6612,log,5,sci_immunol,IL-6 (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3233,10.1126:sciimmunol.abn6612_log_fig6,10.1126:sciimmunol.abn6612,log,6,sci_immunol,IFN-alpha (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3234,10.1126:sciimmunol.abn6612_log_fig7,10.1126:sciimmunol.abn6612,log,7,sci_immunol,IL-6 (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3235,10.1126:sciimmunol.abn6612_log_fig8,10.1126:sciimmunol.abn6612,log,8,sci_immunol,IFN-alpha (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3236,10.1126:sciimmunol.abn6612_log_fig9,10.1126:sciimmunol.abn6612,log,9,sci_immunol,TNF-alpha (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3237,10.1126:sciimmunol.abo2003_log_fig1,10.1126:sciimmunol.abo2003,log,1,sci_immunol,GFP+ CFUs/mL blood,Absolute,Measured value,Titer,Concentration,No
3238,10.1126:sciimmunol.abo2003_log_fig2,10.1126:sciimmunol.abo2003,log,2,sci_immunol,GFP+ CFUs/mg TDLN,Absolute,Measured value,Titer,Concentration,No
3239,10.1126:sciimmunol.abo2003_log_fig3,10.1126:sciimmunol.abo2003,log,3,sci_immunol,GFP+ CFUs/mm3 tumor,Absolute,Measured value,Titer,Concentration,No
3240,10.1126:sciimmunol.abo4365_log_fig1,10.1126:sciimmunol.abo4365,log,1,sci_immunol,Vgamma9Vdelta2 cells/1e6 thymocytes,Relative,Percentage,Cell percentage,Percentage,No
3241,10.1126:sciimmunol.abo7975_log_fig1,10.1126:sciimmunol.abo7975,log,1,sci_immunol,Aire-/- / WT relative expression,Relative,Ratio,Ratio,Ratio,No
3242,10.1126:sciimmunol.abo7975_log_fig2,10.1126:sciimmunol.abo7975,log,2,sci_immunol,Relative expression,Relative,Ratio,Ratio,Ratio,No
3243,10.1126:sciimmunol.abo7975_log_fig3,10.1126:sciimmunol.abo7975,log,3,sci_immunol,Fezf2-/- / WT relative expression,Relative,Ratio,Ratio,Ratio,No
3244,10.1126:sciimmunol.abp9547_log_fig1,10.1126:sciimmunol.abp9547,log,1,sci_immunol,CFU total,Absolute,Measured value,Titer,Concentration,No
3245,10.1126:sciimmunol.abp9940_log_fig1,10.1126:sciimmunol.abp9940,log,1,sci_immunol,Eosinophils,Absolute,Measured value,Cell count,Count,No
3246,10.1126:sciimmunol.abq4573_log_fig1,10.1126:sciimmunol.abq4573,log,1,sci_immunol,CFU per g of liver,Absolute,Measured value,Titer,Concentration,No
3247,10.1126:sciimmunol.abq4573_log_fig2,10.1126:sciimmunol.abq4573,log,2,sci_immunol,CFU per g of colon,Absolute,Measured value,Titer,Concentration,No
3248,10.1126:sciimmunol.abq4573_log_fig3,10.1126:sciimmunol.abq4573,log,3,sci_immunol,CFU per g of feces,Absolute,Measured value,Titer,Concentration,No
3249,10.1126:sciimmunol.add1599_log_fig1,10.1126:sciimmunol.add1599,log,1,sci_immunol,p-value,Absolute,Measured value,p-value,Statistics,No
3250,10.1126:sciimmunol.add1599_log_fig2,10.1126:sciimmunol.add1599,log,2,sci_immunol,Fold induction over FMO,Relative,Ratio,Ratio,Ratio,No
3251,10.1126:sciimmunol.add1599_log_fig3,10.1126:sciimmunol.add1599,log,3,sci_immunol,Fold induction over FMO,Relative,Ratio,Ratio,Ratio,No
3252,10.1126:sciimmunol.add4132_log_fig1,10.1126:sciimmunol.add4132,log,1,sci_immunol,Total cells,Absolute,Measured value,Cell count,Count,No
3253,10.1126:sciimmunol.add4132_log_fig2,10.1126:sciimmunol.add4132,log,2,sci_immunol,Total cells,Absolute,Measured value,Cell count,Count,No
3254,10.1126:sciimmunol.add4132_log_fig3,10.1126:sciimmunol.add4132,log,3,sci_immunol,Total cells,Absolute,Measured value,Cell count,Count,No
3255,10.1126:sciimmunol.add4132_log_fig4,10.1126:sciimmunol.add4132,log,4,sci_immunol,Total cells,Absolute,Measured value,Cell count,Count,No
3256,10.1126:sciimmunol.add4132_log_fig5,10.1126:sciimmunol.add4132,log,5,sci_immunol,Total cells,Absolute,Measured value,Cell count,Count,No
3257,10.1126:sciimmunol.add4132_log_fig6,10.1126:sciimmunol.add4132,log,6,sci_immunol,Total cells,Absolute,Measured value,Cell count,Count,No
3258,10.1126:sciimmunol.add4132_log_fig7,10.1126:sciimmunol.add4132,log,7,sci_immunol,Total cells,Absolute,Measured value,Cell count,Count,No
3259,10.1126:sciimmunol.add4132_log_fig8,10.1126:sciimmunol.add4132,log,8,sci_immunol,Total cells,Absolute,Measured value,Cell count,Count,No
3260,10.1126:sciimmunol.add4132_log_fig9,10.1126:sciimmunol.add4132,log,9,sci_immunol,Total cells,Absolute,Measured value,Cell count,Count,No
3261,10.1126:sciimmunol.add5204_log_fig1,10.1126:sciimmunol.add5204,log,1,sci_immunol,Photon of flux (1e8 p/s),Absolute,Measured value,Radiant flux,Bioluminescence,No
3262,10.1126:sciimmunol.add5204_log_fig2,10.1126:sciimmunol.add5204,log,2,sci_immunol,Photon of flux (1e8 p/s),Absolute,Measured value,Radiant flux,Bioluminescence,No
3263,10.1126:sciimmunol.add5204_log_fig3,10.1126:sciimmunol.add5204,log,3,sci_immunol,Photon of flux (1e8 p/s),Absolute,Measured value,Radiant flux,Bioluminescence,No
3264,10.1126:sciimmunol.ade2860_log_fig1,10.1126:sciimmunol.ade2860,log,1,sci_immunol,RIPK2 relative to GUS,Relative,Ratio,Ratio,Ratio,No
3265,10.1126:sciimmunol.ade2860_log_fig2,10.1126:sciimmunol.ade2860,log,2,sci_immunol,Cytokine concentration (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3266,10.1126:sciimmunol.ade2860_log_fig3,10.1126:sciimmunol.ade2860,log,3,sci_immunol,Cytokine concentration (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3267,10.1126:sciimmunol.ade2860_log_fig4,10.1126:sciimmunol.ade2860,log,4,sci_immunol,Cytokine concentration (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3268,10.1126:sciimmunol.ade2860_log_fig5,10.1126:sciimmunol.ade2860,log,5,sci_immunol,RIPK2 relative to GUS,Relative,Ratio,Ratio,Ratio,No
3269,10.1126:sciimmunol.ade2860_log_fig6,10.1126:sciimmunol.ade2860,log,6,sci_immunol,RIPK2 relative to GUS,Relative,Ratio,Ratio,Ratio,No
3270,10.1126:sciimmunol.ade2860_log_fig7,10.1126:sciimmunol.ade2860,log,7,sci_immunol,RIPK2 relative to GUS,Relative,Ratio,Ratio,Ratio,No
3271,10.1126:sciimmunol.ade2860_log_fig8,10.1126:sciimmunol.ade2860,log,8,sci_immunol,Cytokine concentration (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
3272,10.1126:sciimmunol.ade3369_log_fig1,10.1126:sciimmunol.ade3369,log,1,sci_immunol,Cell #,Absolute,Measured value,Cell count,Count,No
3273,10.1126:sciimmunol.ade3369_log_fig2,10.1126:sciimmunol.ade3369,log,2,sci_immunol,Cell #,Absolute,Measured value,Cell count,Count,No
3274,10.1126:sciimmunol.ade3525_log_fig1,10.1126:sciimmunol.ade3525,log,1,sci_immunol,Enrichment (FDR),Relative,Ratio,Ratio,Ratio,No
3275,10.1126:sciimmunol.adf7579_log_fig1,10.1126:sciimmunol.adf7579,log,1,sci_immunol,Absolute number,Absolute,Measured value,Count,Count,No
3276,10.1126:sciimmunol.adf7579_log_fig2,10.1126:sciimmunol.adf7579,log,2,sci_immunol,Absolute number,Absolute,Measured value,Count,Count,No
3277,10.1126:sciimmunol.adg3517_log_fig1,10.1126:sciimmunol.adg3517,log,1,sci_immunol,CFU per lesion,Absolute,Measured value,Titer,Concentration,No
3278,10.1126:sciimmunol.adg3517_log_fig10,10.1126:sciimmunol.adg3517,log,10,sci_immunol,CFU per lesion,Absolute,Measured value,Titer,Concentration,No
3279,10.1126:sciimmunol.adg3517_log_fig11,10.1126:sciimmunol.adg3517,log,11,sci_immunol,CFU per lesion,Absolute,Measured value,Titer,Concentration,No
3280,10.1126:sciimmunol.adg3517_log_fig12,10.1126:sciimmunol.adg3517,log,12,sci_immunol,CFU per lesion,Absolute,Measured value,Titer,Concentration,No
3281,10.1126:sciimmunol.adg3517_log_fig13,10.1126:sciimmunol.adg3517,log,13,sci_immunol,CFU per lesion,Absolute,Measured value,Titer,Concentration,No
3282,10.1126:sciimmunol.adg3517_log_fig2,10.1126:sciimmunol.adg3517,log,2,sci_immunol,CFU per lesion,Absolute,Measured value,Titer,Concentration,No
3283,10.1126:sciimmunol.adg3517_log_fig3,10.1126:sciimmunol.adg3517,log,3,sci_immunol,CFU per lesion,Absolute,Measured value,Titer,Concentration,No
3284,10.1126:sciimmunol.adg3517_log_fig4,10.1126:sciimmunol.adg3517,log,4,sci_immunol,CFU per lesion,Absolute,Measured value,Titer,Concentration,No
3285,10.1126:sciimmunol.adg3517_log_fig5,10.1126:sciimmunol.adg3517,log,5,sci_immunol,CFU per lesion,Absolute,Measured value,Titer,Concentration,No
3286,10.1126:sciimmunol.adg3517_log_fig6,10.1126:sciimmunol.adg3517,log,6,sci_immunol,CFU per lesion,Absolute,Measured value,Titer,Concentration,No
3287,10.1126:sciimmunol.adg3517_log_fig7,10.1126:sciimmunol.adg3517,log,7,sci_immunol,CFU per lesion,Absolute,Measured value,Titer,Concentration,No
3288,10.1126:sciimmunol.adg3517_log_fig8,10.1126:sciimmunol.adg3517,log,8,sci_immunol,CFU per lesion,Absolute,Measured value,Titer,Concentration,No
3289,10.1126:sciimmunol.adg3517_log_fig9,10.1126:sciimmunol.adg3517,log,9,sci_immunol,CFU per lesion,Absolute,Measured value,Titer,Concentration,No
3290,10.1126:sciimmunol.adg6155_log_fig1,10.1126:sciimmunol.adg6155,log,1,sci_immunol,Relative LCMV RNA in brain (fold),Relative,Ratio,Ratio,Ratio,No
3291,10.1126:sciimmunol.adg6155_log_fig2,10.1126:sciimmunol.adg6155,log,2,sci_immunol,Relative LCMV RNA (fold),Relative,Ratio,Ratio,Ratio,No
3292,10.1126:sciimmunol.adg6155_log_fig3,10.1126:sciimmunol.adg6155,log,3,sci_immunol,Relative LCMV RNA (fold),Relative,Ratio,Ratio,Ratio,No
3293,10.1126:sciimmunol.adg6155_log_fig4,10.1126:sciimmunol.adg6155,log,4,sci_immunol,Relative LCMV RNA (fold),Relative,Ratio,Ratio,Ratio,No
3294,10.1126:sciimmunol.adg7015_log_fig1,10.1126:sciimmunol.adg7015,log,1,sci_immunol,% CD8+ T cells,Relative,Percentage,Cell percentage,Percentage,No
3295,10.1126:sciimmunol.adg7015_log_fig2,10.1126:sciimmunol.adg7015,log,2,sci_immunol,% CD4+ T cells,Relative,Percentage,Cell percentage,Percentage,No
3296,10.1126:sciimmunol.adg8249_log_fig1,10.1126:sciimmunol.adg8249,log,1,sci_immunol,Number divided OTI,Absolute,Measured value,Cell count,Count,No
3297,10.1126:sciimmunol.adh3113_log_fig1,10.1126:sciimmunol.adh3113,log,1,sci_immunol,N of Tcf7^GFP- KIrg1+,Absolute,Measured value,Cell count,Count,No
3298,10.1126:sciimmunol.adh3113_log_fig10,10.1126:sciimmunol.adh3113,log,10,sci_immunol,N of Tcf7^GFP+,Absolute,Measured value,Cell count,Count,No
3299,10.1126:sciimmunol.adh3113_log_fig11,10.1126:sciimmunol.adh3113,log,11,sci_immunol,N of P14,Absolute,Measured value,Cell count,Count,No
3300,10.1126:sciimmunol.adh3113_log_fig12,10.1126:sciimmunol.adh3113,log,12,sci_immunol,N of Tcf7^GFP-,Absolute,Measured value,Cell count,Count,No
3301,10.1126:sciimmunol.adh3113_log_fig13,10.1126:sciimmunol.adh3113,log,13,sci_immunol,N of Tcf7^GFP+,Absolute,Measured value,Cell count,Count,No
3302,10.1126:sciimmunol.adh3113_log_fig14,10.1126:sciimmunol.adh3113,log,14,sci_immunol,N of P14,Absolute,Measured value,Cell count,Count,No
3303,10.1126:sciimmunol.adh3113_log_fig15,10.1126:sciimmunol.adh3113,log,15,sci_immunol,N of Tcf7^GFP+ P14,Absolute,Measured value,Cell count,Count,No
3304,10.1126:sciimmunol.adh3113_log_fig16,10.1126:sciimmunol.adh3113,log,16,sci_immunol,N of IL-2+ P14,Absolute,Measured value,Cell count,Count,No
3305,10.1126:sciimmunol.adh3113_log_fig17,10.1126:sciimmunol.adh3113,log,17,sci_immunol,N of CD62L+ Klrg1- P14,Absolute,Measured value,Cell count,Count,No
3306,10.1126:sciimmunol.adh3113_log_fig18,10.1126:sciimmunol.adh3113,log,18,sci_immunol,N of Tcf7^GFP- P14,Absolute,Measured value,Cell count,Count,No
3307,10.1126:sciimmunol.adh3113_log_fig19,10.1126:sciimmunol.adh3113,log,19,sci_immunol,N of Tcf7^GFP+ P14,Absolute,Measured value,Cell count,Count,No
3308,10.1126:sciimmunol.adh3113_log_fig2,10.1126:sciimmunol.adh3113,log,2,sci_immunol,N of Tcf7^GFP-,Absolute,Measured value,Cell count,Count,No
3309,10.1126:sciimmunol.adh3113_log_fig20,10.1126:sciimmunol.adh3113,log,20,sci_immunol,N of Tcf7^GFP- P14,Absolute,Measured value,Cell count,Count,No
3310,10.1126:sciimmunol.adh3113_log_fig21,10.1126:sciimmunol.adh3113,log,21,sci_immunol,N of Tcf7^GFP+ P14,Absolute,Measured value,Cell count,Count,No
3311,10.1126:sciimmunol.adh3113_log_fig22,10.1126:sciimmunol.adh3113,log,22,sci_immunol,N of Tcf7^GFP- P14,Absolute,Measured value,Cell count,Count,No
3312,10.1126:sciimmunol.adh3113_log_fig23,10.1126:sciimmunol.adh3113,log,23,sci_immunol,N of Tcf7^GFP+ P14,Absolute,Measured value,Cell count,Count,No
3313,10.1126:sciimmunol.adh3113_log_fig24,10.1126:sciimmunol.adh3113,log,24,sci_immunol,N of Tcf7^GFP- Klrg1+,Absolute,Measured value,Cell count,Count,No
3314,10.1126:sciimmunol.adh3113_log_fig25,10.1126:sciimmunol.adh3113,log,25,sci_immunol,N of Tcf7^GFP-,Absolute,Measured value,Cell count,Count,No
3315,10.1126:sciimmunol.adh3113_log_fig26,10.1126:sciimmunol.adh3113,log,26,sci_immunol,N of Tcf7^GFP+,Absolute,Measured value,Cell count,Count,No
3316,10.1126:sciimmunol.adh3113_log_fig27,10.1126:sciimmunol.adh3113,log,27,sci_immunol,N of P14,Absolute,Measured value,Cell count,Count,No
3317,10.1126:sciimmunol.adh3113_log_fig28,10.1126:sciimmunol.adh3113,log,28,sci_immunol,N of Tom+ Tcf7^GFPiCre-,Absolute,Measured value,Cell count,Count,No
3318,10.1126:sciimmunol.adh3113_log_fig29,10.1126:sciimmunol.adh3113,log,29,sci_immunol,Tcf7^GFP+ (fold expansion),Relative,Ratio,Ratio,Ratio,No
3319,10.1126:sciimmunol.adh3113_log_fig3,10.1126:sciimmunol.adh3113,log,3,sci_immunol,N of Tcf7^GFP+,Absolute,Measured value,Cell count,Count,No
3320,10.1126:sciimmunol.adh3113_log_fig30,10.1126:sciimmunol.adh3113,log,30,sci_immunol,P14 (fold expansion),Relative,Ratio,Ratio,Ratio,No
3321,10.1126:sciimmunol.adh3113_log_fig4,10.1126:sciimmunol.adh3113,log,4,sci_immunol,N of P14,Absolute,Measured value,Cell count,Count,No
3322,10.1126:sciimmunol.adh3113_log_fig5,10.1126:sciimmunol.adh3113,log,5,sci_immunol,N of Tcf7^GFP- KIrg1+,Absolute,Measured value,Cell count,Count,No
3323,10.1126:sciimmunol.adh3113_log_fig6,10.1126:sciimmunol.adh3113,log,6,sci_immunol,N of Tcf7^GFP-,Absolute,Measured value,Cell count,Count,No
3324,10.1126:sciimmunol.adh3113_log_fig7,10.1126:sciimmunol.adh3113,log,7,sci_immunol,N of Tcf7^GFP+,Absolute,Measured value,Cell count,Count,No
3325,10.1126:sciimmunol.adh3113_log_fig8,10.1126:sciimmunol.adh3113,log,8,sci_immunol,N of P14,Absolute,Measured value,Cell count,Count,No
3326,10.1126:sciimmunol.adh3113_log_fig9,10.1126:sciimmunol.adh3113,log,9,sci_immunol,N of Tcf7^GFP+,Absolute,Measured value,Cell count,Count,No
3327,10.1126:sciimmunol.adj5792_log_fig1,10.1126:sciimmunol.adj5792,log,1,sci_immunol,K_D (nM),Absolute,Measured value,Characteristic concentration,Concentration,No
3328,10.1126:sciimmunol.adj5792_log_fig2,10.1126:sciimmunol.adj5792,log,2,sci_immunol,K_D (nM),Absolute,Measured value,Characteristic concentration,Concentration,No
3329,10.1126:sciimmunol.adj5792_log_fig3,10.1126:sciimmunol.adj5792,log,3,sci_immunol,K_D (nM),Absolute,Measured value,Characteristic concentration,Concentration,No
3330,10.1126:sciimmunol.adj5792_log_fig4,10.1126:sciimmunol.adj5792,log,4,sci_immunol,K_D (nM),Absolute,Measured value,Characteristic concentration,Concentration,No
3331,10.1126:sciimmunol.adj5792_log_fig5,10.1126:sciimmunol.adj5792,log,5,sci_immunol,K_D (nM),Absolute,Measured value,Characteristic concentration,Concentration,No
3332,10.1126:scisignal.abj8194_log_fig1,10.1126:scisignal.abj8194,log,1,sci_signal,RFU (normalized to CFU),Relative,Calculated value,Relative luminescence,Fluorescence,No
3333,10.1126:scisignal.abl8266_log_fig1,10.1126:scisignal.abl8266,log,1,sci_signal,Transcript counts at 24 hours normalized by CDS length,Absolute,Measured value,Count,Count,No
3334,10.1126:scisignal.abo4094_log_fig1,10.1126:scisignal.abo4094,log,1,sci_signal,Cell no. (x1e-6),Absolute,Measured value,Cell count,Count,No
3335,10.1126:scisignal.abp9586_log_fig1,10.1126:scisignal.abp9586,log,1,sci_signal,CD45 Hu+ (% of total CD45),Relative,Percentage,Cell percentage,Percentage,No
3336,10.1126:scisignal.abq1366_log_fig1,10.1126:scisignal.abq1366,log,1,sci_signal,Mpro copies per µg RNA,Absolute,Measured value,Count,Count,No
3337,10.1126:scisignal.abq1366_log_fig10,10.1126:scisignal.abq1366,log,10,sci_signal,E copies per µg RNA,Absolute,Measured value,Count,Count,No
3338,10.1126:scisignal.abq1366_log_fig11,10.1126:scisignal.abq1366,log,11,sci_signal,E copies per µg RNA,Absolute,Measured value,Count,Count,No
3339,10.1126:scisignal.abq1366_log_fig12,10.1126:scisignal.abq1366,log,12,sci_signal,E copies per µg RNA,Absolute,Measured value,Count,Count,No
3340,10.1126:scisignal.abq1366_log_fig13,10.1126:scisignal.abq1366,log,13,sci_signal,E copies per µg RNA,Absolute,Measured value,Count,Count,No
3341,10.1126:scisignal.abq1366_log_fig2,10.1126:scisignal.abq1366,log,2,sci_signal,PFU/mL,Absolute,Measured value,Count,Count,No
3342,10.1126:scisignal.abq1366_log_fig3,10.1126:scisignal.abq1366,log,3,sci_signal,PFU/mL,Absolute,Measured value,Count,Count,No
3343,10.1126:scisignal.abq1366_log_fig4,10.1126:scisignal.abq1366,log,4,sci_signal,sgE/HPRT,Relative,Ratio,Ratio,Ratio,No
3344,10.1126:scisignal.abq1366_log_fig5,10.1126:scisignal.abq1366,log,5,sci_signal,PFU/mL,Absolute,Measured value,Count,Count,No
3345,10.1126:scisignal.abq1366_log_fig6,10.1126:scisignal.abq1366,log,6,sci_signal,PFU/mL,Absolute,Measured value,Count,Count,No
3346,10.1126:scisignal.abq1366_log_fig7,10.1126:scisignal.abq1366,log,7,sci_signal,Mpro/HPRT,Relative,Ratio,Ratio,Ratio,No
3347,10.1126:scisignal.abq1366_log_fig8,10.1126:scisignal.abq1366,log,8,sci_signal,Mpro/HPRT,Relative,Ratio,Ratio,Ratio,No
3348,10.1126:scisignal.abq1366_log_fig9,10.1126:scisignal.abq1366,log,9,sci_signal,E copies per µg RNA,Absolute,Measured value,Count,Count,No
3349,10.1126:scisignal.ade4984_log_fig1,10.1126:scisignal.ade4984,log,1,sci_signal,PFU/mL homogenate,Absolute,Measured value,Count,Count,No
